laptop_id;Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram;Memory;Gpu;OpSys;Weight_kg;Price_euros;id_shop;id_constructors
793;Lenovo;ThinkPad T470s;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.7;2299.00;28;33
794;MSI;GS43VR 7RE;Gaming;14;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;1.6;1891.00;22;5
795;MSI;GL62M (i5-7300HQ/8GB/1TB;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2;1089.00;5;18
796;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;4GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4;999.00;23;14
797;Acer;Predator G9-793;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.2;2299.00;30;1
798;Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.62;985.00;32;27
799;Asus;FX502VM-DM560T (i7-7700HQ/8GB/1TB;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX1060;Windows 10;2.24;1339.00;6;21
800;Vero;K146 (N3350/4GB/32GB/W10);Notebook;14;1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.22;202.90;10;15
801;Lenovo;ThinkPad Yoga;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.37;1970.00;17;26
802;Lenovo;Yoga 510-15IKB;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;AMD Radeon R7 M460;Windows 10;2.08;959.00;29;13
803;Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M 1.2GHz;8GB;512GB Flash Storage;Intel HD Graphics 5300;Mac OS X;0.920;1165.00;33;4
804;Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.42;2330.00;5;18
805;Asus;R417NA-RS01 (N3350/4GB/32GB/W10);Notebook;14;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.63;299.00;37;29
806;Dell;Latitude 3580;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.95;810.00;7;10
807;Lenovo;Yoga 910-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.38;1349.00;20;15
808;Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;8GB;256GB SSD;AMD Radeon R5 M420X;Windows 10;2;739.00;2;17
809;HP;ZBook 17;Workstation;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD;Nvidia Quadro M2200;Windows 10;3.14;2064.90;13;34
810;Asus;Pro P2540UA-XS51;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.37;1099.00;18;19
811;Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.29;1499.00;11;34
812;Dell;XPS 15;Notebook;15.6;4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.06;1749.00;17;22
813;Dell;Latitude 3180;Netbook;11.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;128GB SSD;Intel HD Graphics 505;Windows 10;1.63;744.00;38;3
814;HP;EliteBook 820;Netbook;12.5;1366x768;Intel Core i5 7300U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.26;1389.00;21;14
815;Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.1;780.00;36;15
816;HP;15-ba043na (A12-9700P/8GB/2TB/W10);Notebook;15.6;1366x768;AMD A12-Series 9700P 2.5GHz;8GB;2TB HDD;AMD Radeon R7 Graphics;Windows 10;2.04;629.00;9;17
817;Dell;Inspiron 7567;Gaming;15.6;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.62;1679.00;31;9
818;Lenovo;IdeaPad 310-15IKB;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Nvidia GeForce 920M;Windows 10;2.4;609.00;10;9
819;HP;Omen 17-an012dx;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12GB;1TB HDD;AMD Radeon RX 580;Windows 10;3.74;1749.00;20;23
820;MSI;GE72MVR 7RG;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.9;2415.00;32;23
821;Samsung;Notebook 9;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;0.81;1499.00;14;19
822;Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce GT 940MX;Windows 10;1.98;961.00;11;7
823;Dell;Vostro 3568;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;AMD Radeon R5 M420;Windows 10;2.18;789.81;36;10
824;Lenovo;Thinkpad T470s;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.32;1859.00;10;21
825;Razer;Blade Stealth;Ultrabook;12.5;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7500U 2.5GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.29;1799.00;38;20
826;HP;Chromebook 11;Netbook;11.6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.23;385.00;35;17
827;Dell;Alienware 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.36;2505.02;15;15
828;Dell;Latitude 3480;Notebook;14;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;1.76;755.00;7;25
829;Lenovo;V110-15ISK (i3-6006U/4GB/500GB/W10);Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.1;489.90;26;30
830;Toshiba;Tecra X40-D-10Z;Ultrabook;14;1366x768;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.25;1090.00;11;30
831;Lenovo;Thinkpad X1;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.13;2499.00;19;18
832;MSI;GL62M 7RD;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.4;1199.00;23;1
833;Lenovo;ThinkPad X1;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB Flash Storage;Intel HD Graphics 620;Windows 10;1.13;1875.00;21;21
834;Toshiba;Satellite Pro;Notebook;14;1366x768;Intel Pentium Dual Core 4405U 2.1GHz;4GB;128GB SSD;Intel HD Graphics 510;Windows 10;1.75;499.00;36;2
835;Asus;ZenBook Flip;2 in 1 Convertible;13.3;Touchscreen / Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.1;1358.00;29;10
836;Dell;Latitude 3480;Notebook;14;1366x768;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;1.76;585.00;1;10
837;Acer;Chromebook 11;Netbook;11.6;IPS Panel 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.35;355.00;32;19
838;Acer;Swift 3;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.5;619.00;10;13
839;Razer;Blade Pro;Gaming;17.3;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7820HK 2.9GHz;32GB;512GB SSD;Nvidia GeForce GTX 1080;Windows 10;3.49;5499.00;22;2
840;Lenovo;Thinkpad X1;Ultrabook;14;IPS Panel Quad HD+ 2560x1440;Intel Core i7 6600U 2.6GHz;16GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.1;2099.00;28;34
841;Asus;VivoBook Max;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Nvidia GeForce 920;Linux;2.1;519.00;32;3
842;Lenovo;Thinkpad T460;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.7;1186.00;10;13
843;Lenovo;ThinkPad T470s;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.32;1650.00;18;13
844;Dell;Alienware 15;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;3.21;2774.63;24;9
845;Asus;Rog GL702VS-BA023T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.9;2419.00;31;1
846;Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.0;669.00;3;30
847;Lenovo;N42-20 Chromebook;Notebook;14;1366x768;Intel Celeron Quad Core N3160 1.6GHz;4GB;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.5;325.00;29;36
848;Asus;R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10);Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;128GB HDD;Intel HD Graphics 620;Windows 10;2.3;590.00;34;5
849;Asus;Rog GL702VM-GC017T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.73;1799.00;16;10
851;Dell;Alienware 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;32GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42;3072.89;9;13
852;HP;ProBook 470;Notebook;17.3;1600x900;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.63;910.00;8;32
853;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;2.18;713.99;22;26
854;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;512GB SSD;Intel HD Graphics 520;Windows 7;1.54;1870.00;37;24
855;Dell;Vostro 3568;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4GB;256GB SSD;AMD Radeon R5 M420;Windows 10;2.18;739.00;5;28
856;HP;Chromebook X360;2 in 1 Convertible;11.6;Touchscreen 1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Chrome OS;1.4;615.00;15;24
857;Asus;ZenBook UX310UQ-GL026T;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;512GB SSD;Nvidia GeForce 940M;Windows 10;1.45;1026.00;18;30
858;HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.28;2277.00;20;11
859;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.54;1468.00;28;32
860;HP;250 G6;Notebook;15.6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;128GB SSD;Intel HD Graphics 400;No OS;1.86;299.00;34;34
862;Asus;Rog GL502VM-DS74;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.1;1899.00;33;2
863;Dell;Inspiron 5767;Notebook;17.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;AMD Radeon R7 M445;Linux;2.83;865.00;27;27
864;Lenovo;ThinkPad T470p;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD;Nvidia GeForce GT 940MX;Windows 10;1.96;1903.00;38;32
865;Asus;K556UR-DM621T (i7-7500U/8GB/256GB/GeForce;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce GTX 930MX;Windows 10;2.3;787.00;1;28
866;Dell;Latitude 5580;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.9;945.00;18;24
867;Asus;X541NA (N4200/4GB/1TB/W10);Notebook;15.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;1TB HDD;Intel HD Graphics 505;Windows 10;2;449.00;5;27
868;HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 7600U 2.8GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.28;2559.00;2;1
869;Dell;Inspiron 5368;Notebook;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;1TB HDD;Intel HD Graphics 520;Windows 10;1.62;649.00;36;1
870;Lenovo;IdeaPad 110-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2.0GHz;4GB;1TB HDD;Intel HD Graphics 520;No OS;2.2;469.00;16;27
871;Lenovo;ThinkPad E570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;850.66;3;23
872;HP;EliteBook 850;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8GB;256GB SSD;AMD Radeon R7 M465;Windows 10;1.84;1349.00;26;14
873;Toshiba;Portege X30-D-10X;Notebook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.05;1285.00;21;35
874;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;No OS;2.5;1017.00;38;12
875;Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7660U 2.5GHz;16GB;512GB SSD;Intel Iris Plus Graphics 640;Windows 10;1.29;2240.00;12;10
876;HP;Probook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.07;910.00;13;2
877;Toshiba;Portégé Z30-C-188;Ultrabook;13.3;1366x768;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.2;1095.00;25;8
878;Lenovo;ThinkPad Yoga;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.37;1950.00;24;22
879;Acer;TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10);Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.56;902.00;27;25
880;Dell;Precision 3520;Workstation;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia Quadro M620;Windows 10;2.23;1778.00;10;34
881;Lenovo;ThinkPad L570;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.38;1055.00;16;22
882;Lenovo;IdeaPad 110-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;1TB HDD;AMD Radeon R5 M430;No OS;2.2;479.00;3;33
883;Toshiba;Tecra A50-D-11D;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.0;1388.00;36;23
884;Lenovo;Thinkpad 13;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;180GB SSD;Intel HD Graphics 620;Windows 10;1.44;735.00;35;26
885;Samsung;Notebook 9;Ultrabook;15;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.23;1849.00;16;27
886;Dell;Latitude 7280;Ultrabook;12.5;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6;1690.00;35;11
887;Asus;X541NA-GO121 (N4200/4GB/1TB/Linux);Notebook;15.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;1TB HDD;Intel HD Graphics 505;Linux;2;398.99;23;13
888;Xiaomi;Mi Notebook;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.28;935.00;25;9
889;Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2.18;912.50;27;25
890;HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.04;839.00;20;5
891;HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.28;1700.00;30;20
892;HP;Pavilion x360;2 in 1 Convertible;15.6;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.3;684.80;8;5
893;Asus;VivoBook L402NA;Notebook;14.1;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.65;348.00;6;21
894;Lenovo;IdeaPad 510-15ISK;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.2;669.00;26;19
895;Dell;Inspiron 3552;Notebook;15.6;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Windows 10;2.2;369.00;19;10
896;HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.28;1799.00;30;37
897;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;1TB HDD;AMD Radeon R5 M420X;Linux;2.18;455.70;3;32
898;Asus;Rog GL753VD-GC082T;Gaming;17.3;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;12GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2;1369.90;23;1
899;Acer;Chromebook C731-C78G;Netbook;11.6;IPS Panel 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.25;297.00;30;8
900;Lenovo;IdeaPad 110-17ACL;Notebook;17.3;1600x900;AMD A4-Series 7210 2.2GHz;4GB;500GB HDD;AMD Radeon R3;Windows 10;2.8;379.00;35;5
901;HP;Probook 640;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.95;1265.00;27;33
902;HP;Envy x360;2 in 1 Convertible;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;16GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.42;1399.00;14;27
903;Samsung;Notebook 9;Ultrabook;15;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.17;1699.00;2;5
904;Lenovo;ThinkPad T470s;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.32;1799.00;16;29
905;MSI;GS73VR Stealth;Gaming;17.3;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;16GB;512GB SSD +  2TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43;2649.00;8;32
906;Toshiba;Portege X30-D-10V;Notebook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.05;1475.00;30;31
908;Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050Ti;Linux;2.62;929.00;17;24
909;HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.04;900.00;3;28
910;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;1TB HDD;AMD Radeon R5 M420X;Windows 10;2.18;614.00;27;33
911;Dell;Latitude 5580;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.9;935.00;11;30
912;Dell;XPS 13;2 in 1 Convertible;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7Y75 1.3GHz;8GB;512GB SSD;Intel HD Graphics 615;Windows 10;1.24;2013.10;19;2
913;Asus;G701VO-IH74K (i7-6820HK/32GB/2x;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;32GB;256GB SSD +  256GB SSD;Nvidia GeForce GTX 980M;Windows 10;3.58;1279.00;1;32
914;Dell;XPS 13;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 7Y75 1.3GHz;16GB;256GB SSD;Intel HD Graphics 615;Windows 10;1.22;1649.00;9;7
915;Lenovo;ThinkPad X1;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB Flash Storage;Intel HD Graphics 620;Windows 10;1.13;2049.00;16;33
916;Lenovo;ThinkPad T570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.95;1962.99;35;2
917;LG;Gram 15Z970;Ultrabook;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.08;2099.00;22;8
918;HP;Elitebook 820;Netbook;12.5;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.26;1483.00;38;16
919;Acer;Chromebook CB5-571-C1DZ;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Celeron Dual Core 3205U 1.5GHz;4GB;16GB Flash Storage;Intel HD Graphics;Chrome OS;2.20;359.00;29;14
920;Lenovo;IdeaPad Y700-15ISK;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.6;789.00;8;18
922;LG;Gram 14Z970;Ultrabook;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;0.98;1899.00;6;26
923;Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6;1205.00;25;35
924;HP;Elitebook Folio;Ultrabook;12.5;4K Ultra HD / Touchscreen 3840x2160;Intel Core M 6Y75 1.2GHz;8GB;240GB SSD;Intel HD Graphics 515;Windows 10;1.09;3100.00;23;23
925;Lenovo;IdeaPad 510-15IKB;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;6GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.2;789.00;38;6
926;HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.04;1018.99;38;14
927;Acer;Aspire E5-575;Notebook;15.6;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.4;499.00;23;34
928;Lenovo;ThinkPad 13;Notebook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.44;881.00;27;23
930;HP;Probook 430;Notebook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.49;960.00;3;8
931;MSI;GE72VR 6RF;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.7;1599.00;26;14
